Subthreshold swing,Threshold voltage,Mobility degradation
1.0138567428893772,0.10677551476072233,0.8152751034030256
0.061309074801481386,0.297495726214499,0.5330905072113716
0.9162056882178993,0.1744329848916738,0.8057527978639971
0.566590522855608,0.20327272023236187,0.6240373043789672
0.06144449946220642,0.297222380184478,0.5405484122758148
0.062193896130258254,0.4412164740755111,0.5154795190042994
1.100594100113218,0.08576956470152419,0.8499252888919488
0.1551300318196157,0.20210418742796793,0.6467602682589232
0.347993879992163,0.33552827037413624,0.6293061117074361
0.11669444139767118,0.1936409872121425,0.6494737734926197
0.061817998417924826,0.4351756652097709,0.5011349670297623
0.24852071839411563,0.19604494113364979,0.6105946752111079
0.7617931147878543,0.2385858651308086,0.6959743875107332
0.06065959313468658,0.37145310843463686,0.6376230133273073
0.7606698029281558,0.20360277783743214,0.7035619560711748
0.061667965534540056,0.33210359221440705,0.6220207732651275
0.06112669206139833,0.41039130815235186,0.5868971940296362
0.09386856913289385,0.22189707801160774,0.7253863540041842
0.8999311417063551,0.17317937403627603,0.776011572603406
0.8546953653745618,0.14652951348376908,0.7202798930645224
0.9859170607187061,0.13684685489209392,0.8179133368064456
0.06267674534935178,0.43554202630851424,0.5407161142257404
0.06114014490458491,0.3053708164890664,0.6079857414824168
0.061200812665890364,0.4419366784022174,0.5339756125425548
0.7844554421297546,0.21561305149074178,0.7770947261730129
0.6364929679711553,0.26738728772348574,0.6915513195349754
0.061998625497141906,0.41043713827890765,0.4792684134132977
0.05970846272667204,0.3846933040154439,0.6056733188049996
0.06218588988253056,0.3673543141248208,0.5992273651731129
0.06173831917637109,0.3464528019632934,0.5322255766278627
0.06095582018445198,0.44412431305212846,0.5375986019272893
0.7464588071781569,0.2443116013510433,0.7203619650007549
1.0135979960030768,0.10863248247229518,0.8217780497087919
0.8468553180713385,0.1897806681936246,0.7345233322812056
0.060062171145465734,0.368470672284188,0.6370183076017801
0.8093074754940653,0.13322973345232503,0.7332990233922254
0.06267957388931873,0.32992433045661773,0.48569532175967445
0.6792606259700629,0.22160926100205985,0.7373099350252631
0.2641921545926286,0.32639911714654646,0.6557885998437789
0.7821304404782558,0.23317067921701823,0.7239514788608753
0.12826647522766296,0.23846095066366174,0.7397484754145516
0.7967365179950724,0.15281844217110319,0.6854828783095113
0.061497092523230525,0.27756130357221037,0.665744199571931
0.06295921715773654,0.3533707872541003,0.577339315948938
0.23381880132480995,0.281993414184309,0.5401785111660629
0.06148841463789836,0.3464315347484767,0.5216950878581874
0.751374825244379,0.2340807011578881,0.7334088911171931
0.06158889447100742,0.18430159127057955,0.6795661412411658
0.06716727448867084,0.333116143833094,0.6238163953520952
0.06183140284599433,0.40662121327804385,0.5782849140845424
0.06054060289129698,0.4581824079368909,0.5131964039641703
0.7065704716726938,0.16133175798239052,0.646942300761775
0.06328811445826174,0.3761050074935736,0.5842042185862875
0.14989392191331352,0.22954575434975782,0.7347239181226526
0.0629183380039565,0.34528079950519014,0.6202451743263595
0.06056550907038909,0.4445659607798403,0.5167121211540947
0.06076125577073402,0.2419221432789671,0.6725794053950553
0.062291763506057966,0.41332381370784055,0.5703765923830523
0.13993777648457487,0.19911467422005824,0.7677538598648488
0.06155091241418962,0.36815862316333386,0.5022645970332592
0.6202243984287313,0.29233094568756857,0.683422842059964
0.060772216317963174,0.38027982870008364,0.6082371766856915
0.06134014775551371,0.4249317502107879,0.3759233252648325
0.1398839972855711,0.25979493000750997,0.6800610433617477
0.47952504596229567,0.2680401300843061,0.6759587396601209
0.11871316507816121,0.14290407871775912,0.7396543384284066
0.059867012140303606,0.46173148322023716,0.5213695525324783
1.1614396801482203,0.04656728200787352,0.8766797183127116
0.05999912131386431,0.4545312950249617,0.518169101490312
0.060163142473917706,0.2553560738136968,0.6769943654933963
0.06262875058863764,0.4492523241779427,0.5215831681530183
0.787771713448386,0.17483371180031704,0.6910547737754654
0.17506307016879166,0.32050743313052704,0.651821234909191
0.2973367602043733,0.24725264746888592,0.7025249563847838
0.061717252857993794,0.3814696402388835,0.5753186130260423
0.10227723779544316,0.1744749174331761,0.728324560952261
0.06023231823612815,0.3897246686291836,0.6186125967763088
0.060428701252223216,0.28248054444244913,0.657747040877532
0.06056075605581183,0.35912861271282187,0.5992678895245456
0.06052580499416748,0.17974760514513988,0.7036068790847547
0.7426722716331884,0.2413697927113726,0.7251583738341374
0.05982538730140616,0.19716308909765412,0.7484363601192384
1.007906333223109,0.13628331080084166,0.8167162141523366
0.062497931026289526,0.38245896116430156,0.5705480581636463
0.6225511593489497,0.2817955618007581,0.6890048242705605
0.061097430009939356,0.4427775389922957,0.5251216126795725
0.8506516211273117,0.20599112693431465,0.766673180925245
0.8491296659701161,0.20007411217187393,0.7879989685587248
0.16728208391487945,0.19116132844221523,0.6549021309728174
0.13188899999160572,0.36333002832022704,0.6088695939925576
0.06395269859577142,0.40946839565729565,0.5656331173506342
0.33549459875625226,0.23808929425374203,0.6151392207561249
0.06241009465666379,0.34381414840255703,0.5685251668289679
0.06093396987706168,0.45659257914823415,0.47208484479888074
0.06055065711508984,0.3709357361066493,0.6213073879754252
0.06318899258073608,0.417922031812193,0.4802149566848726
1.0132335187435062,0.09494093108211377,0.8033211422391294
1.0955212278865423,0.09467044210561548,0.8542793656548646
0.33013648612388113,0.32161524631635174,0.6935205421080621
0.8425267393667696,0.19980176558160456,0.7809292073497605
0.6635012697094218,0.2714077603095604,0.7253008519962543
0.98098385739378,0.12614361758878823,0.8149319521558768
0.06120118530404733,0.3941716129530817,0.5432918648886232
